userid,group,Q1-1,Q1-2,Q1-3,Q1-4,Q2-1,Q2-2,Q2-3,Q2-4,Q3-1,Q3-2,Q3-3,Q3-4,Q4-1,Q4-2,Q4-3,Q4-4,Q5-1,Q5-2,Q5-3,Q5-4
627,C,2,1,4,1,4,3,4,5,2,2,1,4,5,2,2,2,2,4,4,1
628,C,1,1,4,5,2,2,2,3,2,2,3,3,2,2,3,4,4,4,1,5
629,C,2,3,2,3,3,5,4,4,1,3,3,3,1,4,3,3,4,1,2,1
630,C,1,4,4,2,1,1,1,1,3,4,1,1,1,2,3,4,4,2,4,4
631,C,2,2,2,3,5,5,4,1,4,3,4,3,2,3,1,4,5,2,3,1
632,C,2,5,2,5,2,3,5,3,5,3,4,2,3,2,4,2,3,1,4,4
633,C,5,2,5,3,2,4,5,4,4,2,4,3,1,1,3,4,1,3,2,3
634,C,4,5,4,4,1,1,5,4,4,3,2,2,2,5,2,5,3,1,1,5
635,C,3,3,2,3,3,3,4,3,5,5,5,1,3,4,2,2,3,4,5,4
636,C,4,4,3,1,2,2,2,3,4,1,5,2,4,2,1,2,3,2,3,5
637,C,2,4,2,3,4,2,4,1,4,2,5,4,3,3,3,2,4,4,4,5
638,C,5,4,4,3,3,3,4,1,4,1,4,1,3,3,3,3,4,3,4,3
639,C,3,4,2,4,4,2,1,1,3,2,3,3,3,2,5,2,3,1,4,2
640,C,4,2,1,2,2,5,3,4,5,2,4,3,3,4,4,4,2,3,1,4
641,C,3,3,5,1,3,4,3,2,3,3,5,4,5,1,4,2,3,3,3,4
642,C,3,3,1,4,5,3,4,5,1,3,2,4,2,5,4,1,2,5,4,2
643,C,1,4,1,5,5,3,4,3,4,5,1,1,5,2,4,4,5,3,1,3
644,C,2,3,2,2,1,4,4,3,4,3,2,3,3,5,4,2,4,4,4,4
645,C,5,5,4,4,1,2,4,4,2,5,3,4,2,3,1,2,2,2,1,4
646,C,3,5,4,4,1,3,3,3,3,3,4,3,5,2,3,4,1,3,3,1
647,C,4,4,1,1,4,4,2,5,3,1,1,4,2,5,4,2,2,1,2,4
648,C,4,3,1,1,1,5,5,3,4,4,3,4,1,3,2,3,4,1,3,2
649,C,4,1,4,1,4,4,3,4,4,2,2,1,5,4,4,3,1,4,3,2
650,C,3,2,4,3,1,3,4,4,3,2,3,3,5,5,4,2,4,4,2,1
651,C,4,4,4,3,4,4,2,4,5,4,1,2,3,1,2,3,5,3,3,3
652,C,1,2,1,5,4,3,1,4,2,4,3,2,2,4,4,3,4,1,2,3
653,C,3,3,1,2,3,2,2,1,2,5,2,3,3,1,2,1,4,3,5,3
654,C,3,1,1,2,4,5,4,4,1,3,1,4,5,3,5,4,1,3,2,4
655,C,4,3,4,3,5,1,4,5,5,4,3,3,4,4,3,3,4,2,2,3
656,C,4,2,4,2,4,2,4,3,2,3,1,1,2,2,5,1,3,4,2,4
657,C,5,5,4,1,3,1,2,2,1,3,4,4,1,1,4,1,5,2,2,3
658,C,4,5,2,4,2,4,5,5,5,1,1,4,5,5,5,1,4,1,5,4
659,C,3,3,4,2,1,2,4,5,1,2,4,4,2,5,2,5,4,5,2,3
660,C,5,3,2,1,3,1,3,4,2,4,2,3,3,1,1,1,4,2,3,5
661,C,1,3,2,4,3,3,5,3,1,4,4,3,4,3,4,4,1,3,4,4
662,C,5,1,2,3,3,3,5,4,3,5,1,3,2,5,2,2,3,3,4,1
663,C,4,3,1,1,2,2,4,5,4,3,2,2,3,1,1,3,4,4,2,4
664,C,2,2,4,4,4,1,2,5,5,3,4,4,4,2,2,4,4,1,1,4
665,C,3,2,3,4,3,5,3,3,2,5,3,4,4,2,1,3,1,3,2,5
666,C,3,3,3,3,4,5,3,2,4,4,2,2,5,2,2,1,4,4,5,3
667,C,4,2,1,3,2,4,1,3,4,4,3,2,3,3,4,4,2,5,2,3
668,C,1,1,4,3,5,2,3,4,1,4,1,4,2,5,4,5,1,4,4,5
669,C,4,2,4,4,3,3,1,4,2,1,4,5,3,1,1,5,2,4,1,4
670,C,4,5,4,2,5,2,4,2,4,5,2,2,4,3,2,2,3,4,4,4
671,C,5,4,4,3,4,3,1,1,5,3,1,3,3,2,3,4,4,3,4,1
672,C,1,3,3,5,3,5,4,5,1,2,4,1,2,2,4,2,3,3,2,4
673,C,3,5,3,1,4,4,2,3,3,3,3,5,4,3,4,3,4,4,2,5
674,C,3,2,3,5,2,1,2,5,4,2,3,2,3,4,5,2,4,3,4,4
675,C,4,2,3,5,4,1,3,2,5,2,2,4,4,5,3,1,5,1,4,5
676,C,4,2,3,3,2,4,4,5,2,4,3,5,2,5,2,4,4,4,5,2
677,C,3,4,2,2,1,3,3,4,4,4,1,2,3,2,1,3,4,4,5,2
678,C,5,4,2,3,4,2,3,4,3,2,2,1,5,3,2,4,2,5,5,2
679,C,3,3,2,4,3,1,3,1,3,4,3,1,4,5,3,3,1,4,4,5
680,C,1,1,4,3,4,1,1,5,4,2,4,3,1,4,4,4,2,1,2,4
681,C,4,2,4,2,3,2,5,5,5,3,4,5,4,5,2,1,2,2,3,3
682,C,5,1,3,3,5,4,3,4,2,5,2,4,3,2,2,1,4,4,4,4
683,C,2,2,2,2,2,4,2,3,2,1,2,4,4,3,4,4,3,1,1,4
684,C,4,2,1,2,3,2,4,4,2,5,1,4,4,1,4,3,3,5,2,1
685,C,3,1,4,3,4,2,4,2,2,4,3,4,1,2,3,4,5,1,3,3
686,C,5,1,5,4,5,5,3,3,1,3,2,3,5,3,1,4,4,4,5,4
687,C,3,3,5,3,4,2,4,4,4,3,4,3,3,3,5,4,2,2,4,4
688,C,5,2,2,2,2,3,4,4,5,3,2,3,2,4,2,1,1,1,5,4
689,C,5,5,4,2,5,4,2,5,3,1,4,4,1,4,1,1,2,3,1,3
690,C,4,5,4,1,2,4,4,1,4,4,3,4,5,3,1,4,4,2,4,3
691,C,2,4,4,3,4,4,4,4,1,2,3,3,3,4,4,3,3,1,1,5
692,C,2,4,4,3,5,4,3,4,4,1,2,1,5,3,4,4,4,4,3,3
693,C,2,1,1,1,4,3,5,3,4,3,1,3,4,3,2,1,4,4,3,1
694,C,3,2,1,4,4,2,5,3,4,4,3,4,1,4,1,4,4,2,4,2
695,C,5,2,1,3,4,1,4,4,1,3,4,1,5,5,3,2,2,1,4,3
696,C,2,1,4,2,3,3,3,4,3,3,4,4,2,4,4,4,4,2,4,5
697,C,3,1,2,3,3,2,1,4,5,1,2,2,3,5,5,3,4,4,2,4
698,C,4,5,2,3,5,1,4,5,3,1,4,5,2,1,4,4,3,2,3,2
699,C,2,3,3,3,3,1,1,2,1,5,3,2,3,2,1,4,3,1,5,1
700,C,5,5,4,3,4,3,2,5,2,2,2,2,4,4,4,3,3,3,2,4
701,C,5,4,2,3,1,4,4,4,5,3,4,4,5,2,4,5,4,3,5,4
702,C,2,4,5,2,1,4,4,2,5,4,1,4,3,3,2,4,3,1,4,4
703,C,4,5,5,5,5,5,4,2,3,4,2,4,3,3,1,1,4,3,3,2
704,C,5,1,2,2,3,4,1,5,2,3,1,3,4,4,1,3,3,1,4,1
705,C,2,3,3,1,4,4,3,2,5,5,3,1,4,3,4,1,3,4,2,4
706,C,4,2,3,3,3,5,5,4,2,3,4,2,2,4,1,5,1,3,2,3
707,C,1,2,4,3,2,4,2,1,5,1,3,2,1,4,1,2,3,2,3,1
708,C,3,5,2,3,2,1,2,3,3,1,2,3,2,1,1,4,2,2,3,2
709,C,4,3,3,5,1,3,4,2,2,3,4,4,1,1,3,3,1,5,4,4
710,C,1,1,4,4,2,4,2,4,1,5,2,4,5,4,3,2,4,1,4,2
711,C,4,2,2,2,2,4,3,3,3,1,4,4,3,3,2,4,1,3,3,4
712,C,5,4,1,2,5,3,1,3,2,4,2,4,1,2,1,3,4,4,4,2
713,C,3,3,2,4,2,3,5,5,1,3,5,4,1,4,3,4,2,4,5,5
714,C,4,3,3,4,4,1,4,3,3,4,2,1,2,5,3,1,5,5,5,2
715,C,3,2,2,4,4,3,4,3,2,5,5,3,1,3,3,5,3,5,2,1
716,C,1,5,5,1,4,4,2,3,4,1,1,2,1,5,4,4,1,3,5,3
717,C,1,5,2,5,1,3,3,4,1,5,3,3,4,4,4,3,1,5,1,3
718,C,3,4,4,3,4,3,2,5,1,5,4,1,3,4,2,2,1,4,4,4
719,C,3,4,2,4,3,3,4,4,4,3,2,3,1,4,4,3,5,4,3,3
720,C,2,4,2,4,3,2,3,2,1,5,3,3,4,2,1,4,4,1,2,2
721,C,4,2,4,3,1,3,2,5,5,2,3,1,5,1,4,2,4,4,4,3
722,C,2,3,3,1,3,5,2,5,1,4,1,4,5,3,1,2,1,4,3,4
723,C,3,2,3,3,2,3,4,3,4,1,4,4,4,2,2,2,3,1,3,5
724,C,5,4,4,1,2,2,1,2,3,1,2,4,1,1,3,3,2,4,3,3
725,C,2,4,5,2,4,4,3,3,4,4,1,3,5,1,4,1,4,1,1,4
726,C,2,3,4,5,5,2,4,4,5,3,4,3,1,4,1,5,1,5,2,3
727,C,4,2,2,4,2,4,2,5,3,3,2,4,2,2,1,4,4,2,4,3
728,C,2,3,2,3,4,2,5,3,4,3,5,4,4,3,3,2,4,3,3,4
729,C,4,3,3,2,1,4,2,4,4,5,3,4,1,3,1,3,5,4,2,5
730,C,2,1,4,2,1,3,3,4,2,2,2,4,2,3,2,4,4,3,4,2
731,C,1,5,4,1,4,1,3,4,3,1,1,3,3,4,2,3,4,4,3,1
732,C,3,2,5,4,4,4,5,4,5,5,2,4,5,4,5,1,2,2,3,3
733,C,5,3,3,3,1,3,3,1,4,3,4,4,3,4,4,1,4,4,3,2
734,C,5,1,3,2,4,3,4,5,5,2,3,1,4,4,1,2,5,4,5,1
735,C,4,1,4,4,1,1,4,4,4,1,3,3,4,4,5,2,1,2,4,2
736,C,4,3,4,2,3,2,2,1,3,4,4,3,1,2,1,4,3,5,4,1
737,C,1,3,1,4,5,2,4,4,4,2,3,1,3,4,3,2,1,2,1,3
738,C,1,5,2,4,3,4,4,5,3,1,5,2,4,3,2,3,2,2,4,3
739,C,1,5,2,1,4,3,4,4,4,4,3,5,3,3,1,1,3,2,5,2
740,C,3,2,3,3,3,2,4,3,3,3,2,2,2,3,2,1,2,2,4,1
741,C,5,2,2,5,1,2,4,1,5,3,4,4,5,3,4,4,4,4,5,3
742,C,4,3,5,2,4,4,1,1,2,2,3,1,1,4,4,3,3,2,4,2
743,C,3,1,4,1,4,1,2,3,3,2,2,1,3,4,3,4,3,2,3,1
744,C,3,5,5,3,2,2,2,3,1,4,3,5,3,2,2,3,2,2,3,3
745,C,5,1,2,3,2,2,2,4,1,4,2,4,1,1,3,2,4,1,4,4
746,C,1,5,1,5,3,2,2,1,2,5,2,2,3,3,4,5,4,1,4,1
747,C,2,3,4,4,2,3,3,3,1,3,5,2,1,5,2,5,1,3,4,1
748,C,2,1,1,4,2,4,1,2,3,2,2,2,4,2,1,4,5,3,3,5
749,C,4,2,1,5,3,4,1,3,4,2,1,3,2,1,2,3,2,4,2,1
750,D,4,1,1,2,2,3,2,4,1,3,4,3,1,3,2,2,4,1,4,2
751,D,1,3,3,5,3,1,2,2,5,2,3,2,3,3,5,2,3,1,5,5
752,D,2,5,1,2,2,2,2,2,4,4,2,4,5,3,2,5,1,1,3,1
753,D,2,3,3,4,2,2,1,4,4,2,1,3,5,4,4,1,1,2,1,2
754,D,3,1,4,3,4,3,4,1,4,2,2,2,1,2,4,2,3,3,3,4
755,D,4,3,4,4,4,1,2,4,4,3,2,4,5,5,3,4,4,4,3,3
756,D,4,4,2,3,3,4,3,5,3,4,2,3,4,4,2,2,2,5,4,1
757,D,4,3,4,2,3,2,3,1,3,3,2,5,4,4,2,5,1,4,2,3
758,D,2,4,2,5,5,4,2,3,5,2,3,4,4,5,4,4,1,4,5,1
759,D,3,1,4,1,1,2,2,4,5,1,2,2,3,3,4,1,4,3,4,4
760,D,1,2,4,1,3,2,1,4,1,3,2,4,1,3,3,4,3,3,4,4
761,D,1,4,4,1,5,2,2,3,4,5,4,4,4,3,4,2,2,3,5,1
762,D,3,2,3,3,3,4,3,3,3,1,1,4,5,2,4,1,3,3,3,5
763,D,4,5,4,1,1,1,2,1,3,3,3,3,2,3,5,3,5,3,4,2
764,D,2,5,2,3,3,4,2,2,5,5,2,3,5,5,4,3,3,1,1,1
765,D,1,3,4,4,2,2,4,2,2,4,2,5,3,3,4,2,2,5,4,4
766,D,5,3,2,2,5,3,4,5,3,4,2,2,3,2,2,1,2,4,4,2
767,D,4,4,2,3,3,5,2,3,3,2,5,5,4,5,2,1,1,2,5,3
768,D,3,2,4,5,4,2,4,1,2,3,4,2,2,2,4,1,5,4,2,3
769,D,1,2,4,3,4,3,2,4,3,1,2,2,3,2,3,1,2,2,2,4
770,D,1,4,1,4,2,3,3,3,1,4,3,4,3,2,5,1,1,3,1,2
771,D,3,4,2,5,2,4,2,3,5,3,2,4,1,1,2,3,4,4,2,3
772,D,4,4,2,2,4,2,2,1,4,2,2,5,5,3,2,2,4,2,2,3
773,D,1,3,2,3,2,4,4,2,4,4,2,2,4,4,3,5,4,2,3,1
774,D,4,4,4,3,3,4,1,2,1,5,3,2,5,1,2,5,3,5,3,2
775,D,4,3,1,3,4,1,4,2,3,1,4,2,1,4,4,4,2,3,3,3
776,D,2,4,1,5,5,5,3,4,2,2,3,4,4,4,3,5,2,3,4,4
777,D,4,5,5,4,4,4,2,4,1,5,5,3,5,3,4,4,3,2,2,5
778,D,1,5,3,2,3,1,4,1,1,4,2,3,2,4,3,4,3,3,4,3
779,D,3,4,5,2,4,2,4,3,5,3,3,3,3,3,1,4,4,3,4,4
780,D,3,3,2,4,1,4,3,1,4,2,4,3,4,3,5,2,4,4,1,2
781,D,4,5,4,2,4,3,3,1,2,4,2,5,1,3,1,4,3,4,5,1
782,D,2,1,4,3,1,3,5,1,3,1,3,4,1,4,3,1,5,4,2,3
783,D,5,5,3,2,1,3,3,3,4,4,3,2,2,3,1,3,3,5,1,5
784,D,5,5,4,4,5,1,3,2,2,5,1,4,3,4,2,4,3,4,1,3
785,D,3,4,1,1,4,4,4,4,3,1,4,1,4,5,2,3,4,3,4,2
786,D,3,3,2,3,5,4,2,1,3,2,2,1,5,3,2,4,1,1,4,1
787,D,3,3,3,5,3,2,3,4,4,1,3,4,4,3,4,2,3,2,3,5
788,D,3,4,1,4,5,4,1,1,4,5,3,3,4,4,4,1,4,1,2,3
789,D,4,4,5,3,5,5,4,2,4,3,5,3,5,4,3,4,5,3,2,5
790,D,2,3,1,3,3,3,3,3,4,5,4,3,4,1,3,1,3,5,3,1
791,D,3,3,4,2,5,4,1,2,3,5,3,1,3,1,4,1,2,4,2,1
792,D,4,4,4,4,3,3,3,2,4,2,4,4,2,3,4,5,2,2,2,4
793,D,1,1,2,4,5,1,4,4,3,2,4,1,3,5,2,3,4,4,2,1
794,D,1,4,2,2,2,4,2,2,2,5,2,2,5,1,1,3,2,1,3,4
795,D,3,4,1,2,4,5,2,2,4,4,3,2,3,4,3,4,1,3,2,4
796,D,3,4,2,1,1,2,2,3,1,2,3,4,5,2,2,4,5,3,1,5
797,D,5,5,5,4,4,3,3,1,4,3,3,3,3,3,2,3,5,1,1,2
798,D,1,4,4,4,3,3,1,3,5,4,4,4,4,4,2,2,4,4,1,2
799,D,3,3,4,3,5,3,3,1,3,4,2,1,5,4,1,3,3,2,4,4
800,D,2,4,3,4,2,4,3,4,3,5,1,4,2,3,4,5,1,4,3,3
801,D,3,2,2,3,3,4,3,3,2,5,1,2,2,5,1,4,3,5,4,4
802,D,2,1,2,1,2,3,2,5,3,3,3,4,2,5,3,3,3,2,2,3
803,D,5,4,5,4,2,5,3,2,3,1,3,1,1,1,1,2,4,2,4,4
804,D,4,4,4,1,4,4,2,2,2,4,3,1,3,3,4,3,4,3,3,2
805,D,1,1,5,4,2,2,2,3,3,3,1,4,5,3,1,1,5,3,3,1
806,D,4,1,2,3,5,2,2,1,1,4,1,5,3,4,4,4,1,4,4,2
807,D,3,4,4,4,5,5,4,4,4,2,3,5,1,3,5,1,2,1,2,5
808,D,5,4,3,2,4,3,5,1,4,2,2,2,4,5,4,2,4,4,3,1
809,D,1,4,2,4,3,4,2,4,5,2,1,4,1,1,1,4,2,1,2,4
810,D,1,5,4,3,4,5,5,3,5,2,5,4,4,1,4,2,4,3,5,4
811,D,4,3,3,2,4,2,3,3,3,5,1,2,3,2,3,4,2,1,2,3
812,D,5,5,3,2,4,3,1,5,4,2,3,2,4,5,3,1,1,1,5,1
813,D,2,2,4,2,2,4,1,5,1,1,3,5,5,5,2,3,2,1,4,4
814,D,4,1,2,3,3,3,2,4,2,1,2,1,4,5,1,3,2,4,3,4
815,D,3,3,4,4,3,4,5,4,5,4,3,2,2,1,4,1,3,5,5,3
816,D,5,1,2,4,3,4,4,1,4,4,3,4,2,3,1,3,1,2,2,4
817,D,4,4,3,3,4,4,2,4,5,4,4,1,5,4,5,5,2,4,2,3
818,D,2,4,4,1,2,3,2,1,3,5,2,3,3,4,5,4,2,4,4,3
819,D,5,2,4,2,4,4,2,5,4,3,4,3,3,4,3,1,3,3,4,1
820,D,2,2,2,2,4,2,1,4,4,1,3,2,5,2,3,1,2,5,3,5
821,D,2,5,1,4,3,4,3,1,3,3,3,4,3,4,2,4,3,3,1,2
822,D,1,3,2,5,1,3,4,4,3,2,1,1,2,3,2,3,2,3,4,2
823,D,5,1,4,5,2,3,4,5,5,1,5,4,4,4,3,3,5,5,2,2
824,D,4,5,1,1,3,2,3,5,2,3,3,2,5,2,1,3,5,4,4,4
825,D,3,2,3,5,2,3,2,4,4,3,4,1,5,4,2,2,1,4,4,4
826,D,1,4,4,4,4,4,2,3,4,3,2,1,5,2,3,2,3,4,5,1
827,D,4,2,2,4,4,2,2,2,2,2,2,4,2,4,5,5,1,4,3,1
828,D,1,4,2,3,2,4,4,2,3,1,3,2,5,4,3,3,4,3,3,2
829,D,1,3,1,3,5,4,3,4,4,4,1,3,4,1,2,2,4,3,3,2
830,D,5,3,2,3,2,3,1,3,4,3,3,4,4,5,2,2,3,5,5,5
831,D,1,3,4,2,4,3,2,4,2,3,5,3,3,4,1,5,1,4,3,3
832,D,3,2,2,1,5,3,4,3,4,4,2,4,4,2,2,3,4,5,3,4
833,D,3,3,4,2,4,4,3,2,1,1,3,1,3,1,2,1,4,1,1,4
834,D,2,3,2,1,2,1,2,3,5,3,4,4,4,1,3,1,1,1,1,4
835,D,4,3,2,4,1,2,2,2,3,1,3,1,1,3,5,4,1,1,2,4
836,D,1,3,2,2,4,2,2,3,5,5,1,1,3,4,2,2,3,2,1,1
837,D,3,2,1,2,3,5,2,2,1,4,4,1,4,3,2,3,5,5,2,5
838,D,3,2,4,3,3,3,2,3,2,4,4,4,4,4,2,2,2,4,1,3
839,D,2,2,1,1,2,4,2,4,3,2,4,4,2,5,2,3,4,1,4,2
840,D,1,1,2,4,1,3,3,4,4,2,5,4,4,5,3,3,5,4,3,4
841,D,1,4,3,4,4,5,5,4,4,3,4,3,2,4,1,2,3,3,4,5
842,D,1,3,3,1,4,1,1,4,3,1,2,1,4,3,3,3,1,2,3,2
843,D,4,4,2,2,4,4,2,2,2,5,2,5,2,3,4,3,2,3,4,3
844,D,5,4,4,4,3,3,4,1,4,3,4,4,1,3,3,2,2,5,1,1
845,D,2,3,3,4,4,4,4,2,3,1,4,4,5,5,5,4,2,3,3,4
846,D,3,2,2,1,4,2,4,3,2,3,4,1,1,1,3,4,1,3,1,2
847,D,1,3,2,3,3,2,4,5,1,3,2,2,4,3,3,5,3,4,3,3
848,D,2,4,4,4,3,4,4,2,1,5,1,5,4,3,2,4,2,4,3,3
849,D,3,4,2,5,3,4,3,2,2,2,1,2,4,5,3,2,1,2,2,3
850,D,5,2,3,4,1,1,3,1,4,2,4,1,4,4,3,3,1,2,3,3
851,D,5,2,4,4,2,4,1,5,3,3,3,4,3,2,3,3,3,2,2,2
852,D,2,2,4,5,4,1,1,2,4,4,2,1,3,2,4,2,1,1,2,3
853,D,5,1,5,3,3,2,2,3,1,4,3,2,5,2,2,3,5,1,2,4
854,D,4,3,5,2,4,5,2,3,4,2,1,4,4,1,4,1,3,2,2,2
855,D,5,3,3,3,4,4,1,4,5,3,4,2,2,1,4,3,5,4,2,2
856,D,1,2,5,2,2,5,2,4,3,3,4,1,3,2,3,4,4,3,4,2
857,D,4,4,2,5,4,2,4,4,2,4,4,4,1,2,2,5,2,1,3,3
858,D,1,1,3,4,2,4,2,2,4,1,3,2,3,3,4,1,1,4,2,4
859,D,4,4,3,2,3,1,3,4,5,1,2,3,4,4,1,1,3,4,4,2
860,D,3,4,3,3,4,3,4,4,5,4,4,3,5,4,3,4,4,2,1,5
861,D,5,4,4,1,3,1,3,1,2,4,3,3,4,5,3,3,5,5,2,3
862,D,2,4,3,2,4,4,4,3,1,2,3,4,3,3,1,4,5,4,2,3
863,D,4,2,4,5,2,4,3,3,5,1,3,1,2,4,4,4,4,2,2,1
864,D,2,1,2,2,1,4,1,3,1,4,3,5,3,1,1,4,3,1,2,2
865,D,3,3,2,1,4,4,3,5,3,3,2,3,1,1,3,3,3,4,1,2
866,D,1,1,2,4,5,1,2,1,2,3,4,4,2,2,2,2,3,3,2,1
867,D,5,3,1,2,2,1,2,1,2,4,4,1,3,4,2,3,1,2,1,4
868,D,2,3,1,4,4,1,4,3,2,5,1,1,3,2,4,1,2,4,2,1
869,D,3,4,3,3,5,3,3,1,4,5,2,5,2,1,1,3,4,2,5,2
870,D,2,3,3,1,1,4,4,3,4,2,2,3,1,4,3,3,3,4,4,1
871,D,3,4,2,3,4,5,2,4,4,4,3,3,2,2,1,2,3,4,2,2
872,D,4,2,3,3,1,5,1,4,4,4,2,5,4,2,1,3,1,4,1,4
873,D,3,2,4,2,4,3,1,3,3,3,2,2,1,3,1,1,5,2,5,4
874,D,3,5,3,3,2,5,5,5,5,2,2,1,1,3,4,1,5,2,2,3
875,D,1,2,1,1,1,3,4,4,1,1,2,2,1,3,4,1,4,3,3,5
876,D,4,5,4,4,1,3,1,3,3,4,2,1,4,4,4,3,1,4,4,1
877,D,1,3,2,4,3,4,2,4,3,4,4,3,1,1,2,4,2,1,4,2
878,D,3,5,4,4,3,1,4,4,1,4,2,5,3,2,4,4,4,2,4,4
879,D,4,2,2,1,2,3,2,2,3,5,2,4,5,4,3,4,1,4,5,4
880,D,3,4,2,3,5,4,2,4,1,2,1,3,1,2,1,1,2,4,2,5
881,D,2,4,4,2,2,1,3,4,1,2,2,1,5,3,4,3,4,2,5,3
882,D,4,2,5,3,3,2,1,2,4,2,5,3,3,3,4,2,2,2,2,3
883,D,4,3,2,1,3,1,3,5,1,4,2,4,2,4,5,2,1,1,4,4
884,D,3,1,4,4,5,4,4,1,3,1,3,3,3,1,1,4,2,2,5,3
885,D,4,4,4,4,3,2,2,3,1,3,4,3,5,5,4,2,5,1,2,4
886,D,4,1,3,4,5,4,1,1,4,4,4,2,4,4,2,4,2,4,2,1
887,D,4,2,5,2,1,5,4,1,2,4,2,3,1,4,4,3,5,1,2,1
888,D,1,1,3,2,3,3,2,3,3,4,2,1,4,3,3,1,2,4,4,4
889,D,4,4,1,2,4,4,3,4,2,2,2,5,4,3,3,5,1,1,2,4
890,D,4,3,3,2,4,5,2,3,3,2,4,5,5,4,3,4,5,3,4,3
891,D,2,4,3,4,2,5,1,3,4,4,2,4,4,4,4,1,1,4,2,1
892,D,2,5,4,2,5,2,2,3,2,5,5,4,5,2,1,4,2,4,3,4
893,D,4,1,2,4,1,4,4,5,2,1,3,5,3,3,3,2,2,1,2,4
894,D,4,2,1,4,3,5,1,4,2,4,4,3,1,4,3,4,5,3,4,5
895,D,5,2,3,1,3,5,3,3,1,4,2,5,1,3,1,2,1,3,4,2
896,D,5,4,2,2,2,3,5,5,2,1,3,4,4,2,3,3,3,3,3,3
897,D,2,4,5,3,5,5,2,4,1,2,3,3,3,2,3,1,2,2,1,3
898,D,2,2,3,4,5,3,1,1,5,1,2,2,1,2,4,3,5,4,4,2
899,D,4,3,2,4,4,4,2,3,5,2,1,1,3,2,2,3,3,3,2,4
900,D,4,2,3,3,3,5,2,4,1,2,2,3,5,2,4,2,4,1,2,5
901,D,1,3,1,4,4,1,1,3,4,1,3,2,2,2,3,4,4,2,2,4
902,D,2,1,4,1,3,2,4,3,2,2,3,4,2,4,3,2,3,2,3,4
903,D,2,5,2,1,5,4,4,3,5,3,1,3,3,4,3,3,3,5,4,5
904,D,1,2,1,5,3,3,2,2,5,2,2,1,1,1,3,1,2,2,4,4
905,D,5,3,3,3,3,4,4,2,4,3,4,4,3,5,3,1,3,2,2,5
906,D,1,1,3,1,4,4,4,4,4,4,4,3,4,3,2,2,2,4,1,3
907,D,4,4,4,2,2,4,3,2,5,1,2,1,4,2,2,1,4,2,2,3
908,D,1,5,1,1,4,5,1,4,1,1,2,1,2,3,3,4,5,4,4,3
909,D,1,2,2,3,5,3,2,1,2,4,1,1,3,1,5,2,2,4,2,3
910,D,1,3,5,2,2,4,1,1,4,1,2,5,2,3,5,2,4,4,2,4
911,D,4,1,3,2,1,5,4,3,2,1,3,3,1,1,4,3,2,1,4,2
912,D,4,3,3,2,1,5,4,3,3,4,3,4,2,3,3,4,3,5,2,4
913,D,2,2,2,3,5,1,3,2,1,4,2,1,4,4,3,1,5,3,3,2
914,D,3,3,5,4,2,4,2,1,2,5,4,3,1,4,2,4,3,4,4,3
915,D,4,2,3,1,1,3,5,1,3,1,4,1,2,4,3,1,3,3,5,3
916,D,4,5,2,4,2,4,4,3,3,2,2,4,3,4,2,4,4,2,4,4
917,D,3,1,2,1,1,1,1,4,1,3,3,5,1,3,2,4,3,1,3,3
918,D,2,2,3,4,1,3,4,4,5,4,1,3,2,3,3,2,4,5,3,2
919,D,3,2,2,5,4,3,1,1,4,3,3,1,3,5,1,1,4,1,4,1
920,D,3,4,2,3,4,4,1,2,4,1,2,3,3,5,3,1,3,4,2,4
921,D,3,4,3,4,3,4,3,4,2,5,2,4,4,3,4,1,3,1,2,4
922,D,4,5,4,4,1,3,2,3,2,1,5,5,4,4,1,2,5,4,3,1
923,D,3,1,5,2,5,2,4,2,5,4,3,3,5,4,2,4,2,1,2,4
924,D,1,3,2,2,3,2,5,4,4,2,5,3,4,5,1,1,3,1,5,2
925,D,5,2,4,4,3,4,2,2,4,2,2,3,5,1,1,3,4,3,1,5
926,D,1,2,3,3,5,3,3,4,5,1,3,2,4,4,2,5,1,4,1,4
927,D,2,4,2,4,5,3,3,4,5,5,3,2,2,5,5,3,1,4,4,3
928,D,2,2,2,1,3,4,5,3,1,2,1,2,5,1,2,1,4,3,2,2
929,D,4,2,4,4,3,5,4,3,1,4,1,2,5,2,3,3,2,4,3,3
930,D,2,3,2,4,1,3,5,3,3,2,4,2,3,5,2,2,3,3,3,2
931,D,4,4,4,2,5,4,1,4,5,1,3,5,5,5,1,2,4,2,4,2
932,D,4,3,4,5,3,4,3,3,4,4,2,1,4,3,5,3,4,4,1,5
933,D,4,4,2,1,2,1,1,4,4,1,5,2,3,5,5,1,3,4,2,2
934,D,4,5,2,2,1,3,2,1,5,4,3,2,4,4,5,1,1,1,1,1
935,D,2,2,2,4,4,3,4,4,2,3,1,3,2,5,5,1,3,2,4,4
936,D,1,3,4,5,2,1,3,1,4,4,5,3,3,3,3,3,3,1,4,3
937,D,2,4,1,1,3,5,2,4,5,3,4,4,4,5,2,5,2,4,1,3
938,D,2,4,5,2,2,5,1,3,2,2,4,3,4,4,1,4,4,1,4,4
939,D,1,3,3,1,2,5,4,3,2,5,4,4,3,3,4,5,5,3,4,2
940,D,4,5,5,4,4,1,4,3,4,3,5,4,1,3,3,3,4,2,2,3
941,D,3,2,2,5,4,5,4,1,3,2,1,5,3,4,2,5,4,1,4,4
