Id,LotArea,LotFrontage,YearBuilt,1stFlrSF,2ndFlrSF,YearRemodAdd,TotRmsAbvGrd,KitchenAbvGr,BedroomAbvGr,GarageCars,GarageArea,price
745,5395,41.0,1993,1337,0,1993,5,1,2,2,462,12.100717685412471
746,8963,,1976,1175,1540,1996,11,1,4,2,831,12.61087420020211
747,8795,,2000,980,1276,2000,8,1,4,2,554,12.371591321286905
748,11700,65.0,1880,1320,1320,2003,8,1,4,4,864,12.491176396967154
749,10593,59.0,1996,1720,0,1996,7,1,3,2,527,12.469978029554953
750,8405,50.0,1945,1088,441,1950,9,1,4,1,240,11.49273296168228
751,8800,55.0,1910,792,348,2004,7,1,3,0,0,11.477308649967686
752,7750,,2003,660,660,2003,6,1,3,2,400,11.995357787034976
753,9236,79.0,1997,1494,0,1997,6,1,3,2,576,12.28765724080691
754,10240,80.0,2005,1038,1060,2005,8,1,3,3,878,12.526346537332584
755,7930,61.0,1969,1026,0,2005,5,1,3,2,440,11.957617696467539
756,3230,34.0,1999,742,729,1999,6,1,3,2,440,12.058158312538197
757,10769,68.0,2007,866,902,2007,7,1,3,2,578,12.264346270624157
758,11616,,1978,672,714,1978,6,1,3,2,440,11.97603664577121
759,2280,24.0,1999,757,744,1999,6,1,3,2,440,12.097378802727306
760,12257,65.0,1995,1328,1203,1995,9,1,4,3,752,12.577639650232573
761,9100,70.0,1959,864,0,1959,5,1,2,1,300,11.755879486687116
762,6911,60.0,1924,1301,0,1950,5,1,2,2,440,11.51293546492023
763,8640,72.0,2009,764,783,2009,7,1,3,2,614,12.279327754099118
764,9430,82.0,1999,1268,1097,1999,8,1,3,3,856,12.727841176689147
765,9549,30.0,1995,1494,0,1996,6,1,2,2,481,12.506180941677357
766,14587,75.0,2008,1506,0,2008,6,1,2,2,592,12.484208043148733
767,10421,80.0,1988,980,734,1988,7,1,3,2,496,12.188422799337028
768,12508,75.0,1940,983,767,1985,7,1,4,1,423,11.982935344196433
769,9100,70.0,2004,1836,0,2005,8,1,3,2,484,12.28690580994122
770,53504,47.0,2003,1690,1589,2003,12,1,4,3,841,13.195615697878253
771,7252,,1982,858,0,1982,5,1,2,2,576,11.812296455066814
772,8877,67.0,1951,1220,0,1951,6,1,2,2,396,11.532737896139919
773,7819,94.0,1976,1117,0,1976,6,1,3,2,672,11.580593459194764
774,10150,70.0,1958,912,0,1958,5,1,2,1,275,11.648338835562747
775,14226,110.0,2006,1973,0,2006,9,1,3,3,895,12.886643575525625
776,4500,32.0,1998,1204,0,1998,5,1,2,2,412,11.995357787034976
777,11210,86.0,2005,1614,0,2006,7,1,3,3,865,12.308182383129823
778,13350,100.0,1974,894,0,1974,5,1,3,2,440,11.86710429621008
779,8400,60.0,1977,2020,0,1977,10,2,4,2,630,11.87757552297847
780,10530,78.0,1977,1004,0,1977,4,1,2,2,504,11.813037464800539
781,7875,63.0,1995,1253,0,1996,6,1,3,2,402,12.07824495582233
782,7153,65.0,1992,810,793,1992,7,1,3,2,484,12.077676615757813
783,16285,67.0,2001,1430,0,2002,6,1,3,2,605,12.139403856983334
784,9101,,1978,1110,0,1978,4,1,1,2,602,12.016732516077072
785,6300,35.0,1914,742,742,2001,9,1,3,0,0,11.759793355371237
786,9790,,1967,1342,0,1967,7,1,3,2,457,11.992266613576142
787,10800,60.0,1915,966,686,1950,7,1,4,1,416,11.842236406331555
788,10142,76.0,2004,956,1128,2004,8,1,4,2,618,12.358798024384122
789,6000,50.0,1954,901,0,2000,4,1,2,1,281,11.588969419043872
790,12205,,1966,976,1111,2007,9,1,5,2,444,12.141539457711714
791,3182,43.0,2005,1145,0,2006,5,1,2,2,397,11.984184555794167
792,11333,,1976,1062,0,1976,5,1,3,2,539,11.896833207128452
793,9920,92.0,1996,1127,886,1997,8,1,3,2,455,12.505402864156405
794,9158,76.0,2007,1496,0,2007,7,1,3,2,474,12.323860125621126
795,10832,,1994,1086,809,1996,7,1,3,2,409,12.178192583415596
796,8400,70.0,1980,888,676,1981,7,1,3,2,476,12.049424683420915
797,8197,71.0,1977,1285,0,1977,7,1,3,2,528,11.874097282798648
798,7677,57.0,1953,773,0,1953,4,1,2,1,240,11.608244735642321
799,13518,104.0,2008,1966,1174,2009,11,1,4,3,820,13.091906231773164
800,7200,60.0,1937,981,787,1950,7,1,3,1,240,12.07254696717504
801,12798,79.0,1997,616,1072,1997,8,1,4,2,603,12.206077645517674
802,4800,40.0,1916,1196,0,1990,5,1,2,2,440,11.60733523953139
803,8199,63.0,2005,728,728,2005,7,1,3,2,410,12.149507585033072
804,13891,107.0,2008,1734,1088,2009,12,1,4,3,1020,13.275829251377
805,9000,75.0,1954,1128,0,1954,5,1,2,1,286,11.678448377988165
806,12274,91.0,2008,1428,0,2008,6,1,3,2,554,12.335700805443338
807,9750,75.0,1967,980,0,1967,6,1,3,1,384,11.816734299348461
808,21384,144.0,1923,1072,504,2004,6,1,3,2,528,12.317171167298682
809,13400,85.0,1966,1086,0,1966,6,1,3,2,484,11.982622797311857
810,8100,90.0,1898,1075,1063,1965,11,3,2,2,360,11.571203807011969
811,10140,78.0,1974,1309,0,1999,5,1,3,2,484,12.10625783509458
812,4438,,2004,848,0,2004,4,1,1,2,420,11.881041706925902
813,8712,66.0,1952,1044,0,1952,4,1,2,2,504,10.932999821119937
814,9750,75.0,1958,1442,0,1958,7,1,4,1,301,11.969723533345908
815,8248,45.0,1918,686,564,1950,7,1,3,1,280,11.661354090741
816,12137,48.0,1998,1661,0,1998,6,1,3,2,598,12.323415584358154
817,11425,,1954,1008,0,1954,4,1,2,1,275,11.827743504053695
818,13265,,2002,1689,0,2002,7,1,3,3,857,12.509877789891931
819,8816,80.0,1971,1052,0,1971,6,1,3,2,440,11.951186847493476
820,6371,44.0,2009,1358,0,2010,6,1,2,2,484,12.319405795112926
821,7226,72.0,2003,798,842,2003,6,1,3,2,595,12.117246896289503
822,6000,60.0,1953,936,0,1953,4,1,2,2,576,11.440365524765756
823,12394,,2003,847,886,2003,7,1,3,2,433,12.323860125621126
824,9900,60.0,1940,944,545,1950,7,1,3,1,240,11.845827048676645
825,11216,81.0,2006,1489,0,2006,7,1,3,2,776,12.357079818283598
826,14803,114.0,2007,2084,0,2008,7,1,2,3,1220,12.861001210669146
827,6130,50.0,1924,784,0,1950,5,1,2,0,0,11.603688960617083
828,8529,65.0,2001,1434,0,2001,6,1,3,2,527,12.149507585033072
829,28698,,1967,1160,966,1967,7,1,3,2,538,12.128116509451258
830,2544,24.0,2005,520,623,2005,4,1,2,2,480,11.900912042974875
831,11900,80.0,1957,1392,0,1957,6,1,3,2,458,12.019749091416921
832,3180,30.0,2005,520,600,2005,4,1,2,2,480,11.92504173829169
833,9548,44.0,2003,941,888,2003,7,1,3,2,613,12.37581963951765
834,10004,100.0,1964,1516,0,1964,6,1,3,2,472,12.025755079404917
835,7875,75.0,1961,1144,0,1961,6,1,3,2,456,11.849047640327147
836,9600,60.0,1950,1067,0,1995,4,1,2,2,436,11.759793355371237
837,8100,90.0,1948,1559,0,1973,5,1,2,2,812,11.941462360646149
838,1680,21.0,1973,483,504,1973,5,1,2,1,264,11.51293546492023
839,9525,75.0,1995,1099,0,2006,6,1,3,1,352,11.87757552297847
840,11767,70.0,1946,768,432,1995,6,1,3,1,240,11.779136168550774
841,12155,,1925,810,672,1950,7,1,4,1,400,11.849404844423074
842,10440,60.0,1904,958,581,2002,8,1,3,2,686,11.967187086434018
843,9020,82.0,1966,1165,0,1966,6,1,3,2,490,12.071975378543236
844,8000,80.0,1961,1800,0,1961,10,2,6,0,0,11.856522261533737
845,12665,100.0,1915,876,540,1950,7,1,4,3,720,11.944064817531656
846,16647,,1975,1701,0,1981,6,1,3,2,611,12.049424683420915
847,9317,75.0,1993,1006,769,1993,7,1,3,2,425,12.269052139516223
848,15523,36.0,1972,864,0,1972,5,1,3,1,338,11.80186424743109
849,45600,75.0,1908,1307,1051,1997,10,1,5,2,360,12.388398368982115
850,9600,80.0,1976,1094,761,1994,7,1,3,2,512,12.138869243416009
851,4435,36.0,2003,848,0,2003,3,1,1,2,420,11.78676973513378
852,3196,,2003,1456,0,2003,7,1,2,2,400,12.278397958261774
853,7128,53.0,1941,918,728,1950,7,1,4,1,240,12.00762780434872
854,12095,,1964,1445,0,1964,7,1,3,2,645,11.970356641102999
855,17920,102.0,1955,1779,0,1974,6,1,3,2,454,12.04355959836804
856,6897,,1962,1040,0,2010,6,1,3,1,260,11.751950239425476
857,10970,,1978,1026,0,1978,5,1,3,2,576,11.898194668458823
858,8125,65.0,1994,702,779,1995,6,1,3,2,343,12.066816325306588
859,10400,80.0,1976,1370,0,1976,6,1,3,2,479,11.931642378754141
860,11029,,1968,1512,1142,1984,9,1,4,2,619,12.429220196836383
861,7642,55.0,1918,912,514,1998,7,1,3,1,216,12.154521423145216
862,11625,75.0,1965,1039,0,1965,6,1,3,2,504,11.78676973513378
863,9672,81.0,1984,1097,0,1985,6,1,3,2,480,11.931642378754141
864,7931,70.0,1959,1148,0,1959,6,1,3,1,672,11.794345471549745
865,8640,72.0,2007,1372,0,2008,6,1,3,2,529,12.43153750053306
866,8750,,1970,1002,0,1970,5,1,3,2,902,11.908346971208951
867,10656,67.0,2006,1646,0,2007,6,1,3,3,870,12.424810506025395
868,6970,85.0,1961,1120,0,1961,5,1,3,2,544,11.767575435251748
869,14762,,1948,1547,720,1950,7,1,2,2,672,12.037659911047468
870,9938,80.0,1993,1062,887,1994,8,1,3,2,574,12.371591321286905
871,6600,60.0,1962,894,0,1962,5,1,2,1,308,11.603688960617083
872,8750,70.0,1998,804,878,1998,7,1,3,2,523,12.208574513247495
873,8892,74.0,1953,910,0,1996,5,1,3,2,414,11.661354090741
874,12144,60.0,1949,1036,0,1950,6,1,3,1,288,11.798111925972618
875,5720,52.0,1941,676,455,1950,5,1,3,1,200,11.104972264124868
876,9000,75.0,2007,1184,1426,2007,11,1,4,2,550,12.623064399210183
877,25286,94.0,1963,1040,0,1963,5,1,3,2,648,11.792456911128632
878,8834,74.0,2004,1462,762,2005,10,1,4,3,738,12.765691290604371
879,11782,88.0,1961,1155,0,1995,6,1,3,2,576,11.904974309480183
880,7000,,1978,864,0,2005,6,1,3,1,336,11.824087219587643
881,7024,60.0,2005,1090,0,2006,5,1,2,2,450,11.964007453736912
882,13758,44.0,1990,1187,530,1991,7,1,3,2,400,12.141539457711714
883,9636,,1992,808,785,1993,7,1,3,2,389,12.08954444723597
884,6204,60.0,1912,954,795,1950,10,1,5,1,440,11.682676678340282
885,7150,65.0,1967,892,0,1967,5,1,3,1,288,11.51293546492023
886,5119,50.0,1999,1709,0,2000,5,1,2,2,506,12.70351207261035
887,8393,70.0,1959,1712,0,2005,8,2,4,2,588,11.884495917930655
888,16466,59.0,1955,872,521,1955,8,1,3,1,300,11.816734299348461
889,15865,95.0,1970,2217,0,1970,8,1,4,2,621,12.498745990829315
890,12160,128.0,1953,1505,0,1953,6,1,2,2,505,11.915058360753719
891,8064,60.0,1949,672,252,2006,6,1,3,2,576,11.719134432217524
892,11184,70.0,1978,918,765,1978,7,1,3,2,440,12.058158312538197
893,8414,70.0,1963,1068,0,2003,6,1,3,1,264,11.947955847790901
894,13284,,1954,1383,0,1954,6,1,3,1,354,12.013706813470414
895,7018,64.0,1979,1535,0,1979,8,2,4,2,400,11.685693195625964
896,7056,71.0,1963,983,813,1963,8,1,4,2,483,11.849404844423074
897,8765,50.0,1936,951,0,1950,6,1,2,1,327,11.575909653758895
898,7018,64.0,1979,1120,1120,1979,12,2,6,2,528,11.870278179170796
899,12919,100.0,2009,2364,0,2010,11,1,2,3,820,13.323928581764989
900,6993,65.0,1961,1236,0,1994,6,1,3,1,288,11.813037464800539
901,7340,,1971,858,0,1971,4,1,2,1,684,11.608244735642321
902,8712,64.0,1957,1306,0,2000,5,1,2,1,756,11.938199736300925
903,7875,63.0,2003,807,702,2003,8,1,3,2,393,12.100717685412471
904,14859,50.0,2006,1670,0,2006,7,1,3,3,690,12.388398368982115
905,6173,,1967,902,0,1967,6,1,3,1,288,11.74006900564972
906,9920,80.0,1954,1063,0,1954,6,1,3,1,280,11.759793355371237
907,13501,116.0,2006,1636,0,2006,8,1,3,3,865,12.449022745701502
908,11500,86.0,1936,1020,1037,1987,6,1,3,1,180,12.429220196836383
909,8885,,1983,902,0,1983,5,1,2,2,484,11.782960235741939
910,12589,149.0,2005,742,742,2005,8,1,3,2,390,12.066816325306588
911,11600,80.0,1960,1105,1169,1960,12,2,5,2,480,11.946660519211651
912,9286,,1977,1268,0,1989,5,1,3,1,252,11.874097282798648
913,6120,51.0,1925,1015,0,1950,6,1,3,1,450,11.385103457032141
914,6270,82.0,1949,1001,1001,1950,8,2,4,3,871,11.884495917930655
915,3000,30.0,2009,612,612,2009,4,1,2,2,528,12.065280672855897
916,2001,21.0,1970,546,546,1970,6,1,3,1,286,11.225256725762893
917,9000,50.0,1949,480,0,1950,4,1,1,1,308,10.471978128496518
918,17140,,1956,1229,0,1956,6,1,3,1,284,11.813037464800539
919,13125,103.0,1991,912,1215,1991,8,1,4,3,833,12.380030154325457
920,11029,87.0,1958,1414,0,2002,6,1,3,2,601,12.081081821061819
921,8462,70.0,1994,936,785,1994,7,1,3,2,471,12.211065162153215
922,8777,67.0,1900,1272,928,2003,9,2,4,0,0,11.890683588496984
923,10237,65.0,2005,1316,0,2006,6,1,3,2,397,12.043500773454495
924,8012,50.0,1993,1617,0,1994,5,1,2,2,533,12.170450649220749
925,10240,79.0,1980,1686,0,1980,7,1,3,2,612,12.242891437918386
926,15611,,1977,1126,0,1977,6,1,3,2,540,12.07254696717504
927,11999,93.0,2003,1234,1140,2004,10,1,4,3,656,12.560247968016562
928,9900,,1968,1098,880,1968,9,1,4,2,486,12.07824495582233
929,11838,,2001,1788,0,2001,7,1,3,2,522,12.373707715234994
930,13006,,1997,993,1243,1997,8,1,4,2,642,12.310437165348775
931,8925,73.0,2007,1466,0,2007,7,1,3,3,610,12.211065162153215
932,9100,70.0,1965,925,0,1965,5,1,2,1,429,11.674202123168433
933,11670,84.0,2006,1905,0,2006,8,1,3,3,788,12.676079399771027
934,8487,63.0,2004,1500,0,2004,6,1,3,2,570,12.154784614286667
935,27650,313.0,1960,2069,0,2007,9,1,4,2,505,12.396697137361691
936,5825,52.0,1926,747,0,1953,5,1,1,2,528,11.288543647320601
937,10083,67.0,2003,1200,0,2003,5,1,2,2,555,12.127575825689417
938,9675,75.0,2005,1113,858,2005,8,1,3,2,689,12.441148720271016
939,8760,73.0,2006,1391,571,2006,7,1,3,3,868,12.387560521575551
940,24090,,1940,1207,1196,1950,10,1,4,1,349,12.406565597924235
941,12640,55.0,1976,1728,0,1976,8,2,4,2,574,11.924379271639218
942,8755,,1999,1022,1038,1999,8,1,3,2,390,12.273735966890268
943,7711,42.0,1977,1440,0,1977,8,2,4,0,0,11.918397239722838
944,25000,100.0,1967,1632,0,1967,8,2,4,2,576,11.870606902224587
945,14375,,1958,1344,0,1958,7,1,3,2,525,11.83138646878959
946,8820,98.0,1890,1188,561,1996,7,1,2,2,456,11.735276702486741
947,8163,70.0,1959,1144,0,1959,6,1,3,1,796,11.870606902224587
948,14536,85.0,2002,1629,0,2003,9,1,3,3,808,12.506180941677357
949,14006,65.0,2002,936,840,2002,7,1,3,2,474,12.167856627501678
950,9360,78.0,1972,1381,0,2006,5,1,3,2,676,12.193498926601634
951,7200,60.0,1950,864,0,2002,5,1,3,2,720,11.767575435251748
952,7800,60.0,1965,965,0,1965,6,1,3,1,300,11.694421681264394
953,7200,60.0,1972,768,0,2003,5,1,2,1,396,11.804855999911272
954,11075,,1969,1168,800,1969,7,1,4,2,530,12.055255569732177
955,9400,35.0,1975,980,0,1975,4,0,4,0,0,11.755879486687116
956,7136,82.0,1946,979,979,1950,8,2,4,2,492,11.884495917930655
957,1300,24.0,1980,561,668,1980,5,1,2,2,462,11.728044909070785
958,7420,70.0,1962,1057,0,1962,6,1,3,2,576,11.790564777297387
959,8450,65.0,2003,1337,0,2003,6,1,3,2,531,12.128116509451258
960,2572,24.0,1999,696,720,1999,6,1,3,2,484,11.951186847493476
961,7207,50.0,1958,858,0,2008,4,1,2,0,0,11.665655135642039
962,12227,,1977,1542,1330,1995,11,1,4,2,619,12.513561021741964
963,2308,24.0,1976,804,744,1976,7,1,3,2,440,11.951186847493476
964,11923,122.0,2007,1800,0,2007,7,1,2,2,702,12.384223015005313
965,11316,80.0,2002,824,1070,2003,8,1,4,2,510,12.277932735946903
966,10237,65.0,2005,783,701,2007,8,1,3,2,393,12.094587859196112
967,9600,130.0,1940,976,332,1950,7,1,2,1,256,11.982935344196433
968,7390,,1955,1098,0,1955,6,1,3,1,260,11.813037464800539
969,5925,50.0,1910,600,368,1950,6,1,2,0,0,10.542732775946709
970,10382,75.0,1958,1095,0,1958,6,1,2,1,264,11.849404844423074
971,10800,60.0,1949,720,472,1950,6,1,4,0,0,11.813037464800539
972,2268,36.0,2003,764,862,2004,6,1,2,2,474,12.06105265381003
973,7892,55.0,1979,918,0,1979,5,1,2,1,264,11.507922973347437
974,11639,95.0,2007,1428,0,2008,6,1,3,2,480,12.111767460549332
975,11414,60.0,1910,1136,883,1993,8,1,3,2,532,12.02874460037869
976,2651,,2000,673,709,2000,6,1,3,2,490,12.013706813470414
977,5900,51.0,1923,869,0,1958,4,1,2,0,0,11.356283350762888
978,4274,35.0,2006,1241,0,2007,4,1,1,2,569,12.20557752297723
979,9450,68.0,1954,894,0,1954,5,1,3,2,400,11.608244735642321
980,8816,80.0,1963,1121,0,1963,5,1,3,2,480,11.842236406331555
981,12122,,1961,999,0,2007,6,1,3,2,588,12.091789104493502
982,12203,98.0,1998,1276,1336,1999,8,1,4,3,676,12.724869415131389
983,3182,43.0,2007,1266,0,2007,6,1,2,2,388,11.982278882874377
984,11250,,2002,1149,1141,2002,9,1,4,2,779,12.45254592991672
985,10125,75.0,1977,1302,432,1977,8,2,4,2,539,11.744045122410057
986,10880,68.0,1950,1164,0,1950,5,1,3,1,240,11.736077016252437
987,5310,59.0,1910,1001,634,2003,5,1,2,1,255,11.669937760751914
988,10159,83.0,2009,1940,0,2010,8,1,3,3,606,12.887129532148373
989,12046,,1976,1118,912,1976,8,1,4,2,551,12.180759965737863
990,8125,65.0,2006,778,798,2006,6,1,3,2,614,12.190964083849375
991,9452,82.0,1997,1407,985,1998,7,1,3,3,870,12.759960632315702
992,17671,121.0,1882,916,826,1986,8,1,4,2,424,12.031725210748633
993,9760,80.0,1964,1020,831,1993,7,1,3,2,440,12.138869243416009
994,8846,68.0,2005,750,750,2006,6,1,3,2,564,12.066241450757124
995,12456,96.0,2006,1718,0,2007,7,1,3,3,786,12.729323752253295
996,4712,51.0,1946,774,456,1950,5,1,3,1,305,11.7085004721646
997,10659,,1961,1050,0,1961,6,1,3,1,368,11.824087219587643
998,11717,,1970,1442,0,1970,6,1,2,2,615,12.128116509451258
999,9786,60.0,1922,1077,0,1950,6,1,3,1,210,11.418625774449596
1000,6762,64.0,2006,1208,0,2006,6,1,2,2,632,12.235636302128867
1001,10206,74.0,1952,944,0,1952,4,1,2,2,528,11.314486721293981
1002,5400,60.0,1920,691,0,1950,4,1,2,1,216,11.362114203075018
1003,11957,75.0,2006,1574,0,2006,7,1,3,3,824,12.354496960983985
1004,11500,,1976,1680,0,1976,8,2,4,2,528,11.827049837927534
1005,3182,43.0,2005,1504,0,2006,7,1,1,2,457,12.10625783509458
1006,8385,65.0,1977,985,0,1977,6,1,3,1,328,11.917730355182513
1007,12155,,1970,1657,0,1970,7,1,3,2,484,12.004574385508691
1008,2217,21.0,1970,546,546,1970,6,1,3,1,286,11.385103457032141
1009,12118,43.0,2004,1710,0,2005,7,1,3,2,550,12.388398368982115
1010,6000,60.0,1926,1008,0,1950,7,1,4,0,0,11.532737896139919
1011,21286,115.0,1948,720,551,1950,7,1,4,1,312,11.813037464800539
1012,9825,75.0,1965,1664,0,1965,8,2,4,0,0,11.51293546492023
1013,10592,55.0,1923,900,602,1996,7,1,3,1,180,12.013706813470414
1014,7200,60.0,1910,1022,0,2006,4,1,2,1,280,11.350418300109132
1015,11664,60.0,1948,1082,0,1950,5,1,2,1,240,11.688566422839942
1016,8400,70.0,2001,810,855,2001,6,1,3,2,528,12.33270970174018
1017,11883,73.0,1996,1504,0,1996,6,1,3,2,478,12.220966184120165
1018,5814,,1984,1360,0,1984,4,1,1,2,565,12.141539457711714
1019,10784,,1991,802,670,1992,7,1,3,2,402,11.982935344196433
1020,3013,43.0,2005,1506,0,2005,6,1,2,2,440,12.271349956195543
1021,7024,60.0,2005,1132,0,2005,5,1,2,2,451,12.07824495582233
1022,7406,64.0,2006,1220,0,2006,6,1,2,2,632,12.175618592671356
1023,9439,52.0,1930,912,336,1950,6,1,2,1,160,11.373674891823535
1024,3182,43.0,2005,1504,0,2006,7,1,2,2,437,12.160033942617156
1025,15498,,1976,2898,0,1976,10,1,2,2,665,12.567240979056246
1026,7700,70.0,1972,882,0,1972,5,1,3,2,461,11.630717389475995
1027,9300,73.0,1960,1264,0,1960,6,1,3,2,461,12.02874460037869
1028,9520,71.0,2007,1646,0,2008,7,1,3,3,800,12.588194064175278
1029,9492,79.0,1941,968,408,1950,6,1,3,1,240,11.561725152903833
1030,1680,21.0,1972,672,546,1972,7,1,3,1,264,11.678448377988165
1031,7082,,1916,948,980,1995,10,2,5,0,0,11.982935344196433
1032,15863,102.0,1920,1687,998,1970,12,1,5,2,672,12.190964083849375
1033,14541,,1993,1352,1168,1993,10,1,5,3,796,12.644330802262578
1034,8125,,2002,1654,0,2002,6,1,3,3,900,12.345838935721968
1035,6305,50.0,1938,954,0,1950,5,1,2,1,240,11.693169865968983
1036,11500,,1957,845,0,1957,5,1,3,1,290,11.338583982516495
1037,12898,89.0,2007,1620,0,2008,6,1,2,3,912,12.66191713053049
1038,9240,,2001,1055,1208,2002,7,1,3,2,905,12.567240979056246
1039,1533,21.0,1970,798,546,2008,6,1,3,0,0,11.48247656671073
1040,1477,21.0,1970,630,0,1970,3,1,1,1,286,11.289794413577894
1041,13125,88.0,1957,1803,0,2000,8,1,3,2,484,11.951186847493476
1042,9130,,1966,800,832,2000,7,1,4,2,484,12.06105265381003
1043,5381,34.0,2005,1306,0,2005,5,1,1,2,624,12.185875040240456
1044,11839,86.0,1990,1532,797,1990,10,1,4,2,514,12.47717172708952
1045,9600,80.0,1981,2524,0,1981,9,1,4,2,542,12.535379989788607
1046,13680,,1955,1733,0,1955,8,1,4,2,452,11.846543632608535
1047,16056,85.0,2005,1992,876,2006,11,1,4,3,716,13.229569788348705
1048,9245,57.0,1994,990,0,1995,5,1,3,2,672,11.884495917930655
1049,21750,100.0,1960,1771,0,2006,9,1,3,2,336,11.652696102959753
1050,11100,60.0,1946,930,0,2006,6,1,2,1,308,11.349241150793087
1051,8993,73.0,2007,1302,0,2007,6,1,3,2,436,12.080996832096167
1052,11175,103.0,2007,1316,0,2007,6,1,3,2,440,12.206782393599413
1053,9500,100.0,1964,1127,850,1978,9,1,4,2,540,12.013706813470414
1054,8562,68.0,1957,1526,0,2002,7,1,4,1,364,11.881041706925902
1055,11367,90.0,2002,1091,898,2002,7,1,3,2,586,12.449022745701502
1056,11361,104.0,1976,1523,0,1976,7,1,3,2,478,12.100717685412471
1057,7052,43.0,2005,1364,0,2005,6,1,2,2,484,12.13270055639427
1058,29959,,1994,979,871,1994,7,1,3,2,467,12.421188057397055
1059,11308,96.0,2008,1130,1054,2008,10,1,3,3,836,12.721888795877375
1060,11275,,1932,1096,895,1950,7,1,3,2,432,12.301387370778713
1061,4920,41.0,2001,1338,0,2001,6,1,2,2,582,12.271396795480596
1062,18000,120.0,1935,894,0,1950,6,1,2,3,1248,11.302216779257382
1063,13600,85.0,1900,1422,915,1950,10,2,5,2,560,11.407576060361786
1064,6000,50.0,1925,1103,0,1980,5,1,2,2,440,11.612779849672751
1065,11000,,1966,1154,0,1966,6,1,3,2,480,11.944714374881176
1066,14000,80.0,1996,1306,954,1997,7,1,3,2,533,12.700771936142122
1067,7837,59.0,1993,799,772,1994,7,1,3,2,380,12.08954444723597
1068,9760,80.0,1964,798,813,1964,7,1,4,2,442,12.031129798974042
1069,3964,42.0,1973,1291,1230,1973,10,1,5,2,576,11.927687224983487
1070,9600,60.0,1949,893,0,2003,4,1,2,2,576,11.813037464800539
1071,10152,72.0,1956,1048,0,1956,6,1,3,1,286,11.813037464800539
1072,11700,78.0,1968,829,727,1968,8,1,4,2,441,11.944714374881176
1073,7585,50.0,1948,1002,454,1950,7,1,4,1,280,11.424105180165641
1074,7950,75.0,1977,698,728,1977,6,1,3,2,440,11.979805470779858
1075,8556,74.0,2006,1240,0,2006,5,1,2,3,826,12.175618592671356
1076,13125,75.0,1940,960,780,1984,6,1,3,1,240,12.299112067295642
1077,10800,60.0,1936,1096,370,1989,7,1,3,2,566,12.04355959836804
1078,15870,,1969,1096,0,1969,6,1,3,1,299,11.840796531639839
1079,4435,37.0,2004,848,0,2004,3,1,1,2,420,11.956976469393481
1080,8775,65.0,1994,990,0,1994,5,1,3,1,299,11.744045122410057
1081,11040,80.0,1971,1258,0,2004,5,1,3,2,528,11.884495917930655
1082,7500,75.0,1963,1040,0,1963,5,1,3,1,308,11.798111925972618
1083,8749,70.0,2002,1459,0,2002,6,1,3,2,527,12.165255859329688
1084,8800,80.0,1964,1251,0,1964,6,1,3,1,461,11.982935344196433
1085,13031,,1995,691,807,1996,6,1,3,2,409,12.141539457711714
1086,9069,73.0,1992,996,0,1992,5,1,2,2,564,11.898194668458823
1087,1974,,1973,546,546,1973,6,1,3,1,286,11.332613886815139
1088,10574,85.0,2005,1082,871,2006,9,1,3,3,1043,12.437188334739655
1089,2522,24.0,2004,970,739,2004,7,1,3,2,380,11.83138646878959
1090,3316,37.0,2005,1247,0,2005,4,1,1,2,550,12.190964083849375
1091,8544,60.0,1950,1040,0,1950,6,2,2,2,400,11.439289689006644
1092,2160,24.0,1999,624,628,2000,4,1,2,2,462,11.982935344196433
1093,8400,60.0,1925,1390,304,1950,7,1,4,2,576,11.824087219587643
1094,9230,71.0,1965,1200,0,1998,6,1,1,2,884,11.891368749982085
1095,5868,74.0,1956,936,0,2000,4,1,2,1,308,11.767575435251748
1096,9317,78.0,2006,1314,0,2006,6,1,3,2,440,12.080696479888447
1097,6882,60.0,1914,773,582,2006,7,1,3,0,0,11.751950239425476
1098,3696,,1986,1088,0,1986,5,1,2,2,461,12.04355959836804
1099,6000,50.0,1936,757,567,1950,6,1,3,1,240,11.759793355371237
1100,11880,82.0,1978,1601,0,1978,7,1,3,2,478,11.964007453736912
1101,8400,60.0,1920,438,0,1950,3,1,1,1,246,11.002116507732017
1102,9758,61.0,1971,950,0,1971,5,1,3,1,280,11.691080018519527
1103,7000,70.0,1960,1134,0,2002,6,1,2,1,254,11.813037464800539
1104,8910,79.0,1959,1194,0,1959,6,1,3,2,539,11.979805470779858
1105,2016,24.0,1970,630,672,1970,6,1,3,2,440,11.571203807011969
1106,12256,98.0,1994,1500,1122,1995,9,1,3,2,712,12.691583538230217
1107,10357,114.0,1990,1442,0,1991,6,1,3,2,719,12.100161978566867
1108,23257,168.0,2006,887,1134,2006,9,1,3,2,422,12.52352951631214
1109,8063,,2000,948,742,2000,7,1,3,2,463,12.10625783509458
1110,11362,107.0,2004,1836,0,2005,7,1,3,3,862,12.54254845357358
1111,8000,,1995,773,885,1996,8,1,3,2,431,12.144202560946876
1112,10480,80.0,1976,1098,866,1976,8,1,4,2,483,12.230770136157428
1113,7100,73.0,1957,816,0,1957,5,1,2,1,308,11.774527900858468
1114,8923,66.0,1953,1008,0,2006,6,1,2,1,240,11.80932691294063
1115,5400,90.0,1954,833,0,2000,4,1,2,1,326,11.669937760751914
