location,date,new_cases
Maldives,2021-07-01,133.0
Maldives,2021-07-02,143.0
Maldives,2021-07-03,150.0
Maldives,2021-07-04,127.0
Maldives,2021-07-05,129.0
Maldives,2021-07-06,105.0
Maldives,2021-07-07,139.0
Maldives,2021-07-08,124.0
Maldives,2021-07-09,55.0
Maldives,2021-07-10,90.0
Maldives,2021-07-11,78.0
Maldives,2021-07-12,91.0
Maldives,2021-07-13,170.0
Maldives,2021-07-14,73.0
Maldives,2021-07-15,217.0
Maldives,2021-07-16,114.0
Maldives,2021-07-17,80.0
Maldives,2021-07-18,63.0
Maldives,2021-07-19,140.0
Maldives,2021-07-20,169.0
Maldives,2021-07-21,144.0
Maldives,2021-07-22,122.0
Maldives,2021-07-23,92.0
Maldives,2021-07-24,81.0
Maldives,2021-07-25,123.0
Maldives,2021-07-26,98.0
Maldives,2021-07-27,105.0
Maldives,2021-07-28,141.0
Maldives,2021-07-29,108.0
Maldives,2021-07-30,107.0
Maldives,2021-07-31,123.0
Maldives,2021-08-01,115.0
Maldives,2021-08-02,86.0
Maldives,2021-08-03,125.0
Maldives,2021-08-04,137.0
Maldives,2021-08-05,104.0
Maldives,2021-08-06,131.0
Maldives,2021-08-07,113.0
Maldives,2021-08-08,113.0
Maldives,2021-08-09,108.0
Maldives,2021-08-10,114.0
Maldives,2021-08-11,112.0
Maldives,2021-08-12,125.0
Maldives,2021-08-13,111.0
Maldives,2021-08-14,74.0
Maldives,2021-08-15,137.0
Maldives,2021-08-16,152.0
Maldives,2021-08-17,130.0
Maldives,2021-08-18,106.0
Maldives,2021-08-19,134.0
Maldives,2021-08-20,95.0
Maldives,2021-08-21,110.0
Maldives,2021-08-22,95.0
Maldives,2021-08-23,108.0
Maldives,2021-08-24,151.0
Maldives,2021-08-25,110.0
Maldives,2021-08-26,108.0
Maldives,2021-08-27,103.0
Maldives,2021-08-28,139.0
Maldives,2021-08-29,113.0
Maldives,2021-08-30,169.0
Maldives,2021-08-31,152.0
Maldives,2021-09-01,189.0
Maldives,2021-09-02,173.0
Maldives,2021-09-03,179.0
Maldives,2021-09-04,157.0
Maldives,2021-09-05,169.0
Maldives,2021-09-06,120.0
Maldives,2021-09-07,165.0
Maldives,2021-09-08,100.0
Maldives,2021-09-09,111.0
Maldives,2021-09-10,103.0
Maldives,2021-09-11,106.0
Maldives,2021-09-12,138.0
Maldives,2021-09-13,128.0
Maldives,2021-09-14,120.0
Maldives,2021-09-15,92.0
Maldives,2021-09-16,86.0
Maldives,2021-09-17,84.0
Maldives,2021-09-18,162.0
Maldives,2021-09-19,82.0
Maldives,2021-09-20,79.0
Maldives,2021-09-21,220.0
Maldives,2021-09-22,142.0
Maldives,2021-09-23,86.0
Maldives,2021-09-24,61.0
Maldives,2021-09-25,126.0
Maldives,2021-09-26,72.0
Maldives,2021-09-27,122.0
Maldives,2021-09-28,95.0
Maldives,2021-09-29,141.0
Maldives,2021-09-30,89.0
Maldives,2021-10-01,57.0
Maldives,2021-10-02,105.0
Maldives,2021-10-03,0.0
Maldives,2021-10-04,136.0
Maldives,2021-10-05,91.0
Maldives,2021-10-06,80.0
Maldives,2021-10-07,70.0
Maldives,2021-10-08,46.0
Maldives,2021-10-09,71.0
Maldives,2021-10-10,83.0
Maldives,2021-10-11,74.0
Maldives,2021-10-12,110.0
Maldives,2021-10-13,106.0
Maldives,2021-10-14,94.0
Maldives,2021-10-15,45.0
Maldives,2021-10-16,111.0
Maldives,2021-10-17,77.0
Maldives,2021-10-18,46.0
Maldives,2021-10-19,113.0
Maldives,2021-10-20,95.0
Maldives,2021-10-21,131.0
Maldives,2021-10-22,55.0
Maldives,2021-10-23,225.0
Maldives,2021-10-24,92.0
Maldives,2021-10-25,149.0
Maldives,2021-10-26,115.0
Maldives,2021-10-27,173.0
Maldives,2021-10-28,128.0
Maldives,2021-10-29,0.0
Maldives,2021-10-30,0.0
Maldives,2021-10-31,151.0
Maldives,2021-11-01,277.0
Mauritius,2021-01-01,0.0
Mauritius,2021-01-02,0.0
Mauritius,2021-01-03,0.0
Mauritius,2021-01-04,4.0
Mauritius,2021-01-05,0.0
Mauritius,2021-01-06,8.0
Mauritius,2021-01-07,0.0
Mauritius,2021-01-08,0.0
Mauritius,2021-01-09,0.0
Mauritius,2021-01-10,0.0
Mauritius,2021-01-11,6.0
Mauritius,2021-01-12,1.0
Mauritius,2021-01-13,1.0
Mauritius,2021-01-14,0.0
Mauritius,2021-01-15,0.0
Mauritius,2021-01-16,0.0
Mauritius,2021-01-17,0.0
Mauritius,2021-01-18,9.0
Mauritius,2021-01-19,0.0
Mauritius,2021-01-20,0.0
Mauritius,2021-01-21,0.0
Mauritius,2021-01-22,0.0
Mauritius,2021-01-23,0.0
Mauritius,2021-01-24,0.0
Mauritius,2021-01-25,12.0
Mauritius,2021-01-26,0.0
Mauritius,2021-01-27,1.0
Mauritius,2021-01-28,0.0
Mauritius,2021-01-29,0.0
Mauritius,2021-01-30,0.0
Mauritius,2021-01-31,0.0
Mauritius,2021-02-01,13.0
Mauritius,2021-02-02,1.0
Mauritius,2021-02-03,1.0
Mauritius,2021-02-04,0.0
Mauritius,2021-02-05,0.0
Mauritius,2021-02-06,0.0
Mauritius,2021-02-07,0.0
Mauritius,2021-02-08,9.0
Mauritius,2021-02-09,1.0
Mauritius,2021-02-10,1.0
Mauritius,2021-02-11,0.0
Mauritius,2021-02-12,0.0
Mauritius,2021-02-13,0.0
Mauritius,2021-02-14,0.0
Mauritius,2021-02-15,6.0
Mauritius,2021-02-16,2.0
Mauritius,2021-02-17,0.0
Mauritius,2021-02-18,0.0
Mauritius,2021-02-19,0.0
Mauritius,2021-02-20,0.0
Mauritius,2021-02-21,0.0
Mauritius,2021-02-22,0.0
Mauritius,2021-02-23,7.0
Mauritius,2021-02-24,0.0
Mauritius,2021-02-25,0.0
Mauritius,2021-02-26,0.0
Mauritius,2021-02-27,0.0
Mauritius,2021-02-28,0.0
Mauritius,2021-03-01,9.0
Mauritius,2021-03-02,0.0
Mauritius,2021-03-03,0.0
Mauritius,2021-03-04,1.0
Mauritius,2021-03-05,5.0
Mauritius,2021-03-06,14.0
Mauritius,2021-03-07,2.0
Mauritius,2021-03-08,0.0
Mauritius,2021-03-09,0.0
Mauritius,2021-03-10,0.0
Mauritius,2021-03-11,23.0
Mauritius,2021-03-12,47.0
Mauritius,2021-03-13,28.0
Mauritius,2021-03-14,3.0
Mauritius,2021-03-15,5.0
Mauritius,2021-03-16,11.0
Mauritius,2021-03-17,4.0
Mauritius,2021-03-18,6.0
Mauritius,2021-03-19,25.0
Mauritius,2021-03-20,3.0
Mauritius,2021-03-21,9.0
Mauritius,2021-03-22,4.0
Mauritius,2021-03-23,17.0
Mauritius,2021-03-24,24.0
Mauritius,2021-03-25,3.0
Mauritius,2021-03-26,18.0
Mauritius,2021-03-27,0.0
Mauritius,2021-03-28,62.0
Mauritius,2021-03-29,25.0
Mauritius,2021-03-30,38.0
Mauritius,2021-03-31,32.0
Mauritius,2021-04-01,11.0
Mauritius,2021-04-02,56.0
Mauritius,2021-04-03,9.0
Mauritius,2021-04-04,8.0
Mauritius,2021-04-05,9.0
Mauritius,2021-04-06,9.0
Mauritius,2021-04-07,37.0
Mauritius,2021-04-08,4.0
Mauritius,2021-04-09,12.0
Mauritius,2021-04-10,7.0
Mauritius,2021-04-11,2.0
Mauritius,2021-04-12,1.0
Mauritius,2021-04-13,5.0
Mauritius,2021-04-14,3.0
Mauritius,2021-04-15,1.0
Mauritius,2021-04-16,0.0
Mauritius,2021-04-17,1.0
Mauritius,2021-04-18,0.0
Mauritius,2021-04-19,0.0
Mauritius,2021-04-20,0.0
Mauritius,2021-04-21,1.0
Mauritius,2021-04-22,1.0
Mauritius,2021-04-23,0.0
Mauritius,2021-04-24,1.0
Mauritius,2021-04-25,0.0
Mauritius,2021-04-26,0.0
Mauritius,2021-04-27,0.0
Mauritius,2021-04-28,1.0
Mauritius,2021-04-29,1.0
Mauritius,2021-04-30,1.0
Mauritius,2021-05-01,2.0
Mauritius,2021-05-02,0.0
Mauritius,2021-05-03,0.0
Mauritius,2021-05-04,3.0
Mauritius,2021-05-05,2.0
Mauritius,2021-05-06,0.0
Mauritius,2021-05-07,10.0
Mauritius,2021-05-08,14.0
Mauritius,2021-05-09,6.0
Mauritius,2021-05-10,10.0
Mauritius,2021-05-11,1.0
Mauritius,2021-05-12,9.0
Mauritius,2021-05-13,8.0
Mauritius,2021-05-14,3.0
Mauritius,2021-05-15,3.0
Mauritius,2021-05-16,2.0
Mauritius,2021-05-17,5.0
Mauritius,2021-05-18,1.0
Mauritius,2021-05-19,0.0
Mauritius,2021-05-20,0.0
Mauritius,2021-05-21,4.0
Mauritius,2021-05-22,1.0
Mauritius,2021-05-23,0.0
Mauritius,2021-05-24,3.0
Mauritius,2021-05-25,15.0
Mauritius,2021-05-26,21.0
Mauritius,2021-05-27,9.0
Mauritius,2021-05-28,15.0
Mauritius,2021-05-29,7.0
Mauritius,2021-05-30,4.0
Mauritius,2021-05-31,8.0
Mauritius,2021-06-01,24.0
Mauritius,2021-06-02,19.0
Mauritius,2021-06-03,3.0
Mauritius,2021-06-04,0.0
Mauritius,2021-06-05,0.0
Mauritius,2021-06-06,37.0
Mauritius,2021-06-07,0.0
Mauritius,2021-06-08,0.0
Mauritius,2021-06-09,38.0
Mauritius,2021-06-10,0.0
Mauritius,2021-06-11,68.0
Mauritius,2021-06-12,2.0
Mauritius,2021-06-13,107.0
Mauritius,2021-06-14,36.0
Mauritius,2021-06-15,20.0
Mauritius,2021-06-16,0.0
Mauritius,2021-06-17,0.0
Mauritius,2021-06-18,44.0
Mauritius,2021-06-19,0.0
Mauritius,2021-06-20,0.0
Mauritius,2021-06-21,27.0
Mauritius,2021-06-22,20.0
Mauritius,2021-06-23,16.0
Mauritius,2021-06-24,9.0
Mauritius,2021-06-25,7.0
Mauritius,2021-06-26,0.0
Mauritius,2021-06-27,0.0
Mauritius,2021-06-28,28.0
Mauritius,2021-06-29,18.0
Mauritius,2021-06-30,0.0
Mauritius,2021-07-01,0.0
Mauritius,2021-07-02,15.0
Mauritius,2021-07-03,0.0
Mauritius,2021-07-04,0.0
Mauritius,2021-07-05,71.0
Mauritius,2021-07-06,63.0
Mauritius,2021-07-07,31.0
Mauritius,2021-07-08,0.0
Mauritius,2021-07-09,53.0
Mauritius,2021-07-10,0.0
Mauritius,2021-07-11,0.0
Mauritius,2021-07-12,0.0
Mauritius,2021-07-13,129.0
Mauritius,2021-07-14,64.0
Mauritius,2021-07-15,40.0
Mauritius,2021-07-16,0.0
Mauritius,2021-07-17,0.0
Mauritius,2021-07-18,171.0
Mauritius,2021-07-19,0.0
Mauritius,2021-07-20,196.0
Mauritius,2021-07-21,389.0
Mauritius,2021-07-22,61.0
Mauritius,2021-07-23,207.0
Mauritius,2021-07-24,0.0
Mauritius,2021-07-25,0.0
Mauritius,2021-07-26,397.0
Mauritius,2021-07-27,0.0
Mauritius,2021-07-28,128.0
Mauritius,2021-07-29,0.0
Mauritius,2021-07-30,0.0
Mauritius,2021-07-31,0.0
Mauritius,2021-08-01,0.0
Mauritius,2021-08-02,480.0
Mauritius,2021-08-03,0.0
Mauritius,2021-08-04,100.0
Mauritius,2021-08-05,99.0
Mauritius,2021-08-06,0.0
Mauritius,2021-08-07,0.0
Mauritius,2021-08-08,0.0
Mauritius,2021-08-09,528.0
Mauritius,2021-08-10,99.0
Mauritius,2021-08-11,0.0
Mauritius,2021-08-12,130.0
Mauritius,2021-08-13,258.0
Mauritius,2021-08-14,0.0
Mauritius,2021-08-15,0.0
Mauritius,2021-08-16,515.0
Mauritius,2021-08-17,0.0
Mauritius,2021-08-18,338.0
Mauritius,2021-08-19,298.0
Mauritius,2021-08-20,312.0
Mauritius,2021-08-21,0.0
Mauritius,2021-08-22,0.0
Mauritius,2021-08-23,1028.0
Mauritius,2021-08-24,236.0
Mauritius,2021-08-25,333.0
Mauritius,2021-08-26,0.0
Mauritius,2021-08-27,0.0
Mauritius,2021-08-28,0.0
Mauritius,2021-08-29,0.0
Mauritius,2021-08-30,1529.0
Mauritius,2021-08-31,480.0
Mauritius,2021-09-01,0.0
Mauritius,2021-09-02,0.0
Mauritius,2021-09-03,505.0
Mauritius,2021-09-04,0.0
Mauritius,2021-09-05,0.0
Mauritius,2021-09-06,285.0
Mauritius,2021-09-07,1150.0
Mauritius,2021-09-08,0.0
Mauritius,2021-09-09,167.0
Mauritius,2021-09-10,0.0
Mauritius,2021-09-11,331.0
Mauritius,2021-09-12,0.0
Mauritius,2021-09-13,175.0
Mauritius,2021-09-14,493.0
Mauritius,2021-09-15,0.0
Mauritius,2021-09-16,291.0
Mauritius,2021-09-17,170.0
Mauritius,2021-09-18,0.0
Mauritius,2021-09-19,0.0
Mauritius,2021-09-20,492.0
Mauritius,2021-09-21,128.0
Mauritius,2021-09-22,0.0
Mauritius,2021-09-23,0.0
Mauritius,2021-09-24,298.0
Mauritius,2021-09-25,0.0
Mauritius,2021-09-26,0.0
Mauritius,2021-09-27,230.0
Mauritius,2021-09-28,0.0
Mauritius,2021-09-29,216.0
Mauritius,2021-09-30,88.0
Mauritius,2021-10-01,0.0
Mauritius,2021-10-02,0.0
Mauritius,2021-10-03,0.0
Mauritius,2021-10-04,81.0
Mauritius,2021-10-05,0.0
Mauritius,2021-10-06,307.0
Mauritius,2021-10-07,106.0
Mauritius,2021-10-08,0.0
Mauritius,2021-10-09,0.0
Mauritius,2021-10-10,0.0
Mauritius,2021-10-11,102.0
Mauritius,2021-10-12,146.0
Mauritius,2021-10-13,35.0
Mauritius,2021-10-14,0.0
Mauritius,2021-10-15,149.0
Mauritius,2021-10-16,0.0
Mauritius,2021-10-17,0.0
Mauritius,2021-10-18,48.0
Mauritius,2021-10-19,136.0
Mauritius,2021-10-20,0.0
Mauritius,2021-10-21,146.0
Mauritius,2021-10-22,96.0
Mauritius,2021-10-23,0.0
Mauritius,2021-10-24,0.0
Mauritius,2021-10-25,96.0
Mauritius,2021-10-26,273.0
Mauritius,2021-10-27,0.0
Mauritius,2021-10-28,170.0
Mauritius,2021-10-29,112.0
Mauritius,2021-10-30,0.0
Mauritius,2021-10-31,0.0
Mauritius,2021-11-01,114.0
Moldova,2021-01-01,440.0
Moldova,2021-01-02,436.0
Moldova,2021-01-03,179.0
Moldova,2021-01-04,436.0
Moldova,2021-01-05,612.0
Moldova,2021-01-06,950.0
Moldova,2021-01-07,423.0
Moldova,2021-01-08,375.0
Moldova,2021-01-09,424.0
Moldova,2021-01-10,298.0
Moldova,2021-01-11,271.0
Moldova,2021-01-12,476.0
Moldova,2021-01-13,808.0
Moldova,2021-01-14,741.0
Moldova,2021-01-15,576.0
Moldova,2021-01-16,377.0
Moldova,2021-01-17,214.0
Moldova,2021-01-18,258.0
Moldova,2021-01-19,394.0
Moldova,2021-01-20,612.0
Moldova,2021-01-21,670.0
Moldova,2021-01-22,514.0
Moldova,2021-01-23,635.0
Moldova,2021-01-24,265.0
Moldova,2021-01-25,224.0
Moldova,2021-01-26,546.0
Moldova,2021-01-27,654.0
Moldova,2021-01-28,683.0
Moldova,2021-01-29,551.0
Moldova,2021-01-30,653.0
Moldova,2021-01-31,291.0
Moldova,2021-02-01,282.0
Moldova,2021-02-02,639.0
Moldova,2021-02-03,917.0
Moldova,2021-02-04,982.0
Moldova,2021-02-05,776.0
Moldova,2021-02-06,843.0
Moldova,2021-02-07,326.0
Moldova,2021-02-08,289.0
Moldova,2021-02-09,805.0
Moldova,2021-02-10,890.0
Moldova,2021-02-11,993.0
Moldova,2021-02-12,1280.0
Moldova,2021-02-13,979.0
Moldova,2021-02-14,381.0
Moldova,2021-02-15,363.0
Moldova,2021-02-16,965.0
Moldova,2021-02-17,1301.0
Moldova,2021-02-18,1340.0
Moldova,2021-02-19,1028.0
Moldova,2021-02-20,1062.0
Moldova,2021-02-21,507.0
Moldova,2021-02-22,655.0
Moldova,2021-02-23,1133.0
Moldova,2021-02-24,1610.0
Moldova,2021-02-25,1736.0
Moldova,2021-02-26,1452.0
Moldova,2021-02-27,1518.0
Moldova,2021-02-28,597.0
Moldova,2021-03-01,994.0
Moldova,2021-03-02,1400.0
Moldova,2021-03-03,1550.0
Moldova,2021-03-04,1800.0
Moldova,2021-03-05,1788.0
Moldova,2021-03-06,1620.0
Moldova,2021-03-07,647.0
Moldova,2021-03-08,350.0
Moldova,2021-03-09,873.0
Moldova,2021-03-10,1753.0
Moldova,2021-03-11,1896.0
Moldova,2021-03-12,1785.0
Moldova,2021-03-13,1801.0
Moldova,2021-03-14,753.0
Moldova,2021-03-15,861.0
Moldova,2021-03-16,1688.0
Moldova,2021-03-17,1916.0
Moldova,2021-03-18,1797.0
Moldova,2021-03-19,1843.0
Moldova,2021-03-20,1635.0
Moldova,2021-03-21,831.0
Moldova,2021-03-22,1060.0
Moldova,2021-03-23,1621.0
Moldova,2021-03-24,2273.0
Moldova,2021-03-25,2132.0
Moldova,2021-03-26,1866.0
Moldova,2021-03-27,1674.0
Moldova,2021-03-28,861.0
Moldova,2021-03-29,932.0
Moldova,2021-03-30,917.0
Moldova,2021-03-31,1871.0
Moldova,2021-04-01,1515.0
Moldova,2021-04-02,1380.0
Moldova,2021-04-03,1258.0
Moldova,2021-04-04,693.0
Moldova,2021-04-05,703.0
Moldova,2021-04-06,773.0
Moldova,2021-04-07,1155.0
Moldova,2021-04-08,1428.0
Moldova,2021-04-09,910.0
Moldova,2021-04-10,830.0
Moldova,2021-04-11,331.0
Moldova,2021-04-12,603.0
Moldova,2021-04-13,544.0
Moldova,2021-04-14,1001.0
Moldova,2021-04-15,812.0
Moldova,2021-04-16,689.0
Moldova,2021-04-17,628.0
Moldova,2021-04-18,403.0
Moldova,2021-04-19,341.0
Moldova,2021-04-20,453.0
Moldova,2021-04-21,700.0
Moldova,2021-04-22,618.0
Moldova,2021-04-23,509.0
Moldova,2021-04-24,380.0
Moldova,2021-04-25,241.0
Moldova,2021-04-26,246.0
Moldova,2021-04-27,329.0
Moldova,2021-04-28,424.0
Moldova,2021-04-29,370.0
Moldova,2021-04-30,329.0
Moldova,2021-05-01,323.0
Moldova,2021-05-02,175.0
Moldova,2021-05-03,43.0
Moldova,2021-05-04,126.0
Moldova,2021-05-05,316.0
Moldova,2021-05-06,333.0
Moldova,2021-05-07,260.0
Moldova,2021-05-08,191.0
Moldova,2021-05-09,145.0
Moldova,2021-05-10,49.0
Moldova,2021-05-11,151.0
Moldova,2021-05-12,224.0
Moldova,2021-05-13,213.0
Moldova,2021-05-14,181.0
Moldova,2021-05-15,169.0
Moldova,2021-05-16,109.0
Moldova,2021-05-17,109.0
Moldova,2021-05-18,121.0
Moldova,2021-05-19,138.0
Moldova,2021-05-20,166.0
Moldova,2021-05-21,120.0
Moldova,2021-05-22,102.0
Moldova,2021-05-23,75.0
Moldova,2021-05-24,65.0
Moldova,2021-05-25,73.0
Moldova,2021-05-26,94.0
Moldova,2021-05-27,77.0
Moldova,2021-05-28,75.0
Moldova,2021-05-29,45.0
Moldova,2021-05-30,40.0
Moldova,2021-05-31,41.0
Moldova,2021-06-01,55.0
Moldova,2021-06-02,44.0
Moldova,2021-06-03,69.0
Moldova,2021-06-04,48.0
Moldova,2021-06-05,30.0
Moldova,2021-06-06,21.0
Moldova,2021-06-07,48.0
Moldova,2021-06-08,40.0
Moldova,2021-06-09,60.0
Moldova,2021-06-10,60.0
Moldova,2021-06-11,54.0
Moldova,2021-06-12,43.0
Moldova,2021-06-13,39.0
Moldova,2021-06-14,33.0
Moldova,2021-06-15,48.0
Moldova,2021-06-16,59.0
Moldova,2021-06-17,57.0
Moldova,2021-06-18,60.0
Moldova,2021-06-19,49.0
Moldova,2021-06-20,37.0
Moldova,2021-06-21,47.0
Moldova,2021-06-22,45.0
Moldova,2021-06-23,92.0
Moldova,2021-06-24,63.0
Moldova,2021-06-25,88.0
Moldova,2021-06-26,52.0
Moldova,2021-06-27,32.0
Moldova,2021-06-28,55.0
Moldova,2021-06-29,55.0
Moldova,2021-06-30,65.0
Moldova,2021-07-01,82.0
Moldova,2021-07-02,54.0
Moldova,2021-07-03,61.0
Moldova,2021-07-04,39.0
Moldova,2021-07-05,65.0
Moldova,2021-07-06,70.0
Moldova,2021-07-07,82.0
Moldova,2021-07-08,85.0
Moldova,2021-07-09,71.0
Moldova,2021-07-10,76.0
Moldova,2021-07-11,48.0
Moldova,2021-07-12,62.0
Moldova,2021-07-13,59.0
Moldova,2021-07-14,90.0
Moldova,2021-07-15,88.0
Moldova,2021-07-16,76.0
Moldova,2021-07-17,61.0
Moldova,2021-07-18,43.0
Moldova,2021-07-19,61.0
Moldova,2021-07-20,89.0
Moldova,2021-07-21,141.0
Moldova,2021-07-22,128.0
Moldova,2021-07-23,119.0
Moldova,2021-07-24,97.0
Moldova,2021-07-25,43.0
Moldova,2021-07-26,89.0
Moldova,2021-07-27,139.0
Moldova,2021-07-28,166.0
Moldova,2021-07-29,184.0
Moldova,2021-07-30,154.0
Moldova,2021-07-31,122.0
Moldova,2021-08-01,71.0
Moldova,2021-08-02,118.0
Moldova,2021-08-03,161.0
Moldova,2021-08-04,196.0
Moldova,2021-08-05,159.0
Moldova,2021-08-06,241.0
Moldova,2021-08-07,131.0
Moldova,2021-08-08,75.0
Moldova,2021-08-09,177.0
Moldova,2021-08-10,193.0
Moldova,2021-08-11,256.0
Moldova,2021-08-12,268.0
Moldova,2021-08-13,283.0
Moldova,2021-08-14,140.0
Moldova,2021-08-15,97.0
Moldova,2021-08-16,200.0
Moldova,2021-08-17,345.0
Moldova,2021-08-18,485.0
Moldova,2021-08-19,426.0
Moldova,2021-08-20,407.0
Moldova,2021-08-21,376.0
Moldova,2021-08-22,149.0
Moldova,2021-08-23,314.0
Moldova,2021-08-24,512.0
Moldova,2021-08-25,559.0
Moldova,2021-08-26,497.0
Moldova,2021-08-27,277.0
Moldova,2021-08-28,193.0
Moldova,2021-08-29,204.0
Moldova,2021-08-30,216.0
Moldova,2021-08-31,322.0
Moldova,2021-09-01,579.0
Moldova,2021-09-02,787.0
Moldova,2021-09-03,710.0
Moldova,2021-09-04,384.0
Moldova,2021-09-05,233.0
Moldova,2021-09-06,466.0
Moldova,2021-09-07,850.0
Moldova,2021-09-08,790.0
Moldova,2021-09-09,731.0
Moldova,2021-09-10,862.0
Moldova,2021-09-11,681.0
Moldova,2021-09-12,213.0
Moldova,2021-09-13,746.0
Moldova,2021-09-14,1143.0
Moldova,2021-09-15,1153.0
Moldova,2021-09-16,1289.0
Moldova,2021-09-17,1032.0
Moldova,2021-09-18,1041.0
Moldova,2021-09-19,484.0
Moldova,2021-09-20,950.0
Moldova,2021-09-21,1300.0
Moldova,2021-09-22,1371.0
Moldova,2021-09-23,1215.0
Moldova,2021-09-24,1194.0
Moldova,2021-09-25,647.0
Moldova,2021-09-26,648.0
Moldova,2021-09-27,1018.0
Moldova,2021-09-28,1209.0
Moldova,2021-09-29,1587.0
Moldova,2021-09-30,1553.0
Moldova,2021-10-01,1289.0
Moldova,2021-10-02,991.0
Moldova,2021-10-03,560.0
Moldova,2021-10-04,1078.0
Moldova,2021-10-05,1533.0
Moldova,2021-10-06,1588.0
Moldova,2021-10-07,1777.0
Moldova,2021-10-08,1470.0
Moldova,2021-10-09,1299.0
Moldova,2021-10-10,670.0
Moldova,2021-10-11,535.0
Moldova,2021-10-12,1542.0
Moldova,2021-10-13,2052.0
Moldova,2021-10-14,1666.0
Moldova,2021-10-15,1407.0
Moldova,2021-10-16,1565.0
Moldova,2021-10-17,1115.0
Moldova,2021-10-18,1370.0
Moldova,2021-10-19,1715.0
Moldova,2021-10-20,2068.0
Moldova,2021-10-21,1787.0
Moldova,2021-10-22,2057.0
Moldova,2021-10-23,1568.0
Moldova,2021-10-24,906.0
Moldova,2021-10-25,1294.0
Moldova,2021-10-26,1505.0
Moldova,2021-10-27,1826.0
Moldova,2021-10-28,1662.0
Moldova,2021-10-29,1573.0
Moldova,2021-10-30,1255.0
Moldova,2021-10-31,653.0
Moldova,2021-11-01,1346.0
Montenegro,2021-01-01,342.0
Montenegro,2021-01-02,267.0
Montenegro,2021-01-03,339.0
Montenegro,2021-01-04,435.0
Montenegro,2021-01-05,424.0
Montenegro,2021-01-06,643.0
Montenegro,2021-01-07,463.0
Montenegro,2021-01-08,436.0
Montenegro,2021-01-09,403.0
Montenegro,2021-01-10,432.0
Montenegro,2021-01-11,388.0
Montenegro,2021-01-12,519.0
Montenegro,2021-01-13,502.0
Montenegro,2021-01-14,476.0
Montenegro,2021-01-15,414.0
Montenegro,2021-01-16,406.0
Montenegro,2021-01-17,357.0
Montenegro,2021-01-18,310.0
Montenegro,2021-01-19,425.0
Montenegro,2021-01-20,351.0
Montenegro,2021-01-21,419.0
Montenegro,2021-01-22,484.0
Montenegro,2021-01-23,447.0
Montenegro,2021-01-24,387.0
Montenegro,2021-01-25,381.0
Montenegro,2021-01-26,565.0
Montenegro,2021-01-27,563.0
Montenegro,2021-01-28,463.0
Montenegro,2021-01-29,539.0
Montenegro,2021-01-30,375.0
Montenegro,2021-01-31,457.0
Montenegro,2021-02-01,313.0
Montenegro,2021-02-02,504.0
Montenegro,2021-02-03,642.0
Montenegro,2021-02-04,515.0
Montenegro,2021-02-05,535.0
Montenegro,2021-02-06,571.0
Montenegro,2021-02-07,488.0
Montenegro,2021-02-08,430.0
Montenegro,2021-02-09,577.0
Montenegro,2021-02-10,623.0
Montenegro,2021-02-11,584.0
Montenegro,2021-02-12,563.0
Montenegro,2021-02-13,472.0
Montenegro,2021-02-14,445.0
Montenegro,2021-02-15,373.0
Montenegro,2021-02-16,476.0
Montenegro,2021-02-17,404.0
Montenegro,2021-02-18,484.0
Montenegro,2021-02-19,454.0
Montenegro,2021-02-20,481.0
Montenegro,2021-02-21,402.0
Montenegro,2021-02-22,400.0
Montenegro,2021-02-23,574.0
Montenegro,2021-02-24,643.0
Montenegro,2021-02-25,571.0
Montenegro,2021-02-26,606.0
Montenegro,2021-02-27,543.0
Montenegro,2021-02-28,502.0
Montenegro,2021-03-01,449.0
Montenegro,2021-03-02,585.0
Montenegro,2021-03-03,625.0
Montenegro,2021-03-04,567.0
Montenegro,2021-03-05,574.0
Montenegro,2021-03-06,603.0
Montenegro,2021-03-07,537.0
Montenegro,2021-03-08,417.0
Montenegro,2021-03-09,612.0
Montenegro,2021-03-10,654.0
Montenegro,2021-03-11,572.0
Montenegro,2021-03-12,581.0
Montenegro,2021-03-13,555.0
Montenegro,2021-03-14,528.0
Montenegro,2021-03-15,470.0
Montenegro,2021-03-16,537.0
Montenegro,2021-03-17,553.0
Montenegro,2021-03-18,521.0
Montenegro,2021-03-19,508.0
Montenegro,2021-03-20,500.0
Montenegro,2021-03-21,430.0
Montenegro,2021-03-22,426.0
Montenegro,2021-03-23,478.0
Montenegro,2021-03-24,434.0
Montenegro,2021-03-25,441.0
Montenegro,2021-03-26,372.0
Montenegro,2021-03-27,369.0
Montenegro,2021-03-28,351.0
Montenegro,2021-03-29,335.0
Montenegro,2021-03-30,414.0
Montenegro,2021-03-31,386.0
Montenegro,2021-04-01,355.0
Montenegro,2021-04-02,333.0
Montenegro,2021-04-03,316.0
Montenegro,2021-04-04,297.0
Montenegro,2021-04-05,221.0
Montenegro,2021-04-06,290.0
Montenegro,2021-04-07,279.0
Montenegro,2021-04-08,257.0
Montenegro,2021-04-09,237.0
Montenegro,2021-04-10,232.0
Montenegro,2021-04-11,234.0
Montenegro,2021-04-12,150.0
Montenegro,2021-04-13,224.0
Montenegro,2021-04-14,216.0
Montenegro,2021-04-15,183.0
Montenegro,2021-04-16,163.0
Montenegro,2021-04-17,172.0
Montenegro,2021-04-18,174.0
Montenegro,2021-04-19,144.0
